order_id,customer_id,purchase_date
220,128,2022-04-15
221,32,2022-03-12
222,170,2022-08-26
223,206,2022-02-20
224,35,2022-05-04
225,209,2022-05-13
226,52,2022-10-20
227,32,2022-04-23
228,182,2022-08-13
229,216,2022-07-04
230,167,2022-07-25
231,54,2022-07-03
232,187,2022-09-15
233,126,2022-09-18
234,14,2022-03-16
235,127,2022-10-16
236,113,2022-12-25
237,188,2022-08-09
238,124,2022-03-17
239,176,2022-05-05
240,148,2022-08-15
241,165,2022-12-18
242,94,2022-03-08
243,42,2022-04-28
244,172,2022-12-19
245,90,2022-08-23
246,94,2022-02-05
247,197,2022-09-15
248,87,2022-04-21
249,89,2022-07-19
250,31,2022-07-19
251,117,2022-05-08
252,91,2022-02-28
253,166,2022-12-22
254,94,2022-11-11
255,77,2022-05-10
256,146,2022-08-05
257,31,2022-05-26
258,172,2022-02-06
259,123,2022-06-25
260,204,2022-01-24
261,98,2022-10-28
262,107,2022-03-01
263,223,2022-11-20
264,20,2022-11-23
265,68,2022-08-24
266,223,2022-07-17
267,171,2022-03-09
268,46,2022-02-07
269,57,2022-06-08
270,39,2022-08-03
271,121,2022-03-05
272,94,2022-02-15
273,90,2022-10-07
274,7,2022-07-23
275,67,2022-08-16
276,89,2022-04-15
277,72,2022-02-06
278,201,2022-06-09
279,105,2022-04-24
280,138,2022-06-10
281,65,2022-07-15
282,201,2022-03-21
283,109,2022-02-10
284,61,2022-11-30
285,117,2022-05-23
286,49,2022-05-25
287,14,2022-10-11
288,206,2022-01-22
289,200,2022-02-24
290,149,2022-09-07
291,182,2022-10-18
292,57,2022-01-21
293,211,2022-03-30
294,100,2022-05-28
295,234,2022-05-14
296,230,2022-10-24
297,81,2022-10-16
298,92,2022-11-07
299,3,2022-04-20
300,54,2022-11-16
301,183,2022-09-26
302,46,2022-01-22
303,74,2022-01-02
304,66,2022-01-14
305,87,2022-12-09
306,168,2022-10-09
307,192,2022-02-09
308,176,2022-09-23
309,188,2022-01-04
310,7,2022-04-21
311,182,2022-06-12
312,213,2022-12-25
313,168,2022-02-04
314,226,2022-03-20
315,88,2022-05-13
316,171,2022-10-15
317,187,2022-09-21
318,131,2022-08-25
319,50,2022-06-28
320,167,2022-10-14
321,78,2022-10-20
322,85,2022-11-13
323,198,2022-02-19
324,84,2022-01-20
325,51,2022-11-05
326,188,2022-08-05
327,170,2022-05-10
328,71,2022-07-24
329,202,2022-12-01
330,42,2022-07-29
331,51,2022-11-27
332,201,2022-10-08
333,146,2022-05-31
334,99,2022-03-16
335,57,2022-05-12
336,142,2022-11-03
337,118,2022-04-29
338,146,2022-04-04
339,199,2022-08-30
340,33,2022-07-06
341,113,2022-07-19
342,176,2022-02-23
343,66,2022-11-18
344,51,2022-07-25
345,113,2022-10-15
346,16,2022-08-29
347,133,2022-09-11
348,220,2022-12-03
349,44,2022-04-23
350,18,2022-04-03
351,124,2022-11-03
352,9,2022-06-23
353,210,2022-10-17
354,92,2022-11-20
355,7,2022-02-25
356,72,2022-12-30
357,192,2022-11-16
358,6,2022-01-13
359,213,2022-06-21
360,193,2022-07-26
361,119,2022-06-25
362,181,2022-09-10
363,25,2022-05-18
364,194,2022-05-16
365,159,2022-05-17
366,218,2022-08-03
367,19,2022-07-24
368,156,2022-07-04
369,179,2022-02-11
370,48,2022-10-24
371,118,2022-08-17
372,23,2022-09-17
373,52,2022-09-23
374,22,2022-06-06
375,168,2022-01-23
376,73,2022-11-10
377,141,2022-03-09
378,218,2022-04-17
379,110,2022-09-04
380,117,2022-04-09
381,149,2022-04-05
382,35,2022-12-26
383,28,2022-03-06
384,80,2022-08-17
385,182,2022-03-19
386,80,2022-10-19
387,66,2022-02-28
388,34,2022-05-05
389,124,2022-08-28
390,164,2022-12-16
391,143,2022-10-15
392,88,2022-05-13
393,180,2022-11-06
394,29,2022-07-29
395,147,2022-09-11
396,23,2022-06-01
397,189,2022-07-05
398,231,2022-04-08
399,205,2022-10-26
400,165,2022-01-14
401,85,2022-01-29
402,33,2022-04-30
403,6,2022-06-19
404,94,2022-03-25
405,122,2022-03-22
406,130,2022-04-09
407,45,2022-02-25
408,90,2022-10-24
409,200,2022-07-28
410,218,2022-07-17
411,61,2022-03-05
412,140,2022-01-14
413,143,2022-04-29
414,73,2022-05-03
415,194,2022-05-22
416,157,2022-01-19
417,17,2022-08-29
418,116,2022-04-12
419,6,2022-12-15
420,55,2022-03-24
421,82,2022-05-24
422,123,2022-05-30
423,146,2022-03-08
424,26,2022-02-14
425,113,2022-10-12
426,174,2022-05-30
427,170,2022-08-27
428,67,2022-04-27
429,208,2022-04-07
430,89,2022-11-26
431,161,2022-12-12
432,203,2022-02-18
433,181,2022-01-21
434,189,2022-10-12
435,169,2022-11-13
436,128,2022-09-02
437,184,2022-05-06
438,108,2022-10-11
439,112,2022-10-17
440,116,2022-12-15
441,183,2022-01-08
442,85,2022-07-09
443,191,2022-07-16
444,6,2022-06-07
445,86,2022-03-10
446,148,2022-03-26
447,150,2022-08-17
448,138,2022-10-30
449,52,2022-02-25
450,53,2022-09-12
451,91,2022-12-02
452,158,2022-05-19
453,223,2022-03-18
454,59,2022-05-23
455,51,2022-05-13
456,188,2022-03-20
457,160,2022-11-15
458,160,2022-07-01
459,134,2022-04-09
460,110,2022-10-03
461,83,2022-10-28
462,170,2022-08-03
463,132,2022-06-13
464,67,2022-01-06
465,54,2022-07-22
466,170,2022-11-21
467,81,2022-04-15
468,23,2022-09-07
469,205,2022-04-16
470,178,2022-01-13
471,116,2022-07-08
472,38,2022-04-23
473,49,2022-08-25
474,94,2022-09-13
475,116,2022-07-17
476,10,2022-11-25
477,61,2022-08-31
478,79,2022-04-24
479,229,2022-04-16
480,65,2022-08-15
481,176,2022-04-16
482,187,2022-04-02
483,85,2022-10-08
484,62,2022-02-07
485,214,2022-10-10
486,207,2022-02-03
487,111,2022-01-05
488,131,2022-06-03
489,168,2022-10-09
490,168,2022-04-03
491,143,2022-09-10
492,60,2022-04-13
493,187,2022-06-02
494,165,2022-12-23
495,183,2022-05-13
496,175,2022-05-24
497,226,2022-08-10
498,94,2022-09-10
499,109,2022-12-28
500,154,2022-05-04
501,34,2022-05-15
502,205,2022-04-20
503,110,2022-01-19
504,152,2022-10-16
505,79,2022-05-01
506,137,2022-11-01
507,19,2022-02-23
508,214,2022-06-12
509,50,2022-08-22
510,89,2022-12-12
511,140,2022-06-29
512,153,2022-08-31
513,122,2022-10-29
514,171,2022-12-12
515,212,2022-01-15
516,230,2022-11-23
517,68,2022-05-02
518,207,2022-06-19
519,173,2022-12-26
520,189,2022-08-15
521,211,2022-12-07
522,191,2022-02-07
523,207,2022-07-05
524,146,2022-12-23
525,116,2022-06-29
526,8,2022-10-17
527,88,2022-04-01
528,96,2022-07-27
529,127,2022-05-31
530,101,2022-08-12
531,65,2022-07-01
532,105,2022-12-31
533,217,2022-04-14
534,220,2022-12-19
535,78,2022-01-11
536,107,2022-10-06
537,228,2022-05-15
538,98,2022-02-27
539,187,2022-11-20
540,53,2022-01-18
541,28,2022-08-30
542,122,2022-04-15
543,210,2022-09-20
544,123,2022-03-19
545,124,2022-06-17
546,62,2022-03-27
547,98,2022-09-15
548,202,2022-12-28
549,201,2022-04-28
550,40,2022-01-08
551,136,2022-08-31
552,38,2022-02-20
553,231,2022-03-01
554,193,2022-05-18
555,34,2022-02-25
556,130,2022-07-21
557,162,2022-02-22
558,181,2022-02-20
559,126,2022-02-01
560,18,2022-12-01
561,179,2022-04-04
562,81,2022-10-03
563,112,2022-01-01
564,66,2022-02-13
565,182,2022-02-08
566,69,2022-10-12
567,224,2022-06-23
568,218,2022-01-06
569,39,2022-08-16
570,222,2022-01-04
571,187,2022-08-24
572,110,2022-02-14
573,200,2022-11-20
574,150,2022-12-14
575,150,2022-07-27
576,129,2022-02-24
577,186,2022-05-04
578,163,2022-12-06
579,80,2022-04-04
580,91,2022-06-19
581,162,2022-04-01
582,221,2022-11-25
583,195,2022-08-20
584,16,2022-06-18
585,23,2022-03-25
586,140,2022-04-21
587,76,2022-07-28
588,133,2022-08-15
589,72,2022-07-16
590,115,2022-10-28
591,95,2022-11-13
592,199,2022-12-08
593,224,2022-03-24
594,90,2022-06-29
595,80,2022-07-08
596,87,2022-09-24
597,54,2022-07-30
598,157,2022-03-15
599,184,2022-07-18
600,79,2022-04-23
601,27,2022-09-06
602,104,2022-09-06
603,29,2022-10-15
604,55,2022-12-27
605,43,2022-08-17
606,119,2022-11-02
607,38,2022-09-11
608,17,2022-03-17
609,24,2022-07-11
610,51,2022-08-30
611,220,2022-07-04
612,215,2022-02-21
613,130,2022-03-28
614,49,2022-05-29
615,128,2022-04-30
616,214,2022-04-24
617,222,2022-01-12
618,14,2022-05-20
619,37,2022-05-17
620,145,2022-07-22
621,160,2022-02-06
622,194,2022-07-20
623,32,2022-05-08
624,90,2022-04-26
625,220,2022-11-17
626,116,2022-03-23
627,207,2022-10-30
628,226,2022-11-21
629,198,2022-12-30
630,130,2022-10-28
631,126,2022-07-03
632,114,2022-11-27
633,96,2022-10-11
634,44,2022-08-27
635,8,2022-09-04
636,169,2022-09-01
637,133,2022-10-10
638,7,2022-07-16
639,36,2022-03-05
640,88,2022-07-07
641,10,2022-02-09
642,200,2022-03-06
643,174,2022-11-26
644,110,2022-11-10
645,141,2022-06-24
646,77,2022-04-08
647,123,2022-01-09
648,182,2022-03-28
649,158,2022-03-28
650,141,2022-01-21
651,118,2022-03-20
652,212,2022-02-15
653,184,2022-09-07
654,114,2022-08-31
655,228,2022-03-28
656,208,2022-09-20
657,197,2022-09-18
658,117,2022-12-10
659,219,2022-06-15
660,98,2022-10-13
661,208,2022-07-04
662,18,2022-12-23
663,159,2022-03-11
664,129,2022-03-12
665,185,2022-06-23
666,149,2022-10-20
667,136,2022-03-23
668,165,2022-10-31
669,182,2022-08-01
670,146,2022-03-19
671,19,2022-01-03
672,115,2022-09-14
673,18,2022-10-23
674,73,2022-05-20
675,68,2022-07-26
676,116,2022-07-12
677,46,2022-11-06
678,107,2022-09-29
679,65,2022-06-04
680,101,2022-01-11
681,33,2022-04-28
682,218,2022-11-24
683,77,2022-04-02
684,152,2022-10-16
685,85,2022-02-16
686,170,2022-01-17
687,193,2022-06-01
688,12,2022-07-27
689,36,2022-05-23
690,228,2022-09-13
691,172,2022-07-21
692,21,2022-03-24
693,138,2022-10-11
694,234,2022-08-21
695,60,2022-10-15
696,151,2022-01-01
697,74,2022-09-26
698,165,2022-05-25
699,230,2022-09-22
700,66,2022-05-19
701,63,2022-12-15
702,142,2022-09-09
703,63,2022-03-22
704,9,2022-04-05
705,186,2022-10-01
706,101,2022-09-18
707,71,2022-07-30
708,196,2022-05-13
709,60,2022-08-17
710,146,2022-02-12
711,63,2022-02-02
712,90,2022-01-27
713,147,2022-10-18
714,233,2022-12-17
715,204,2022-10-28
716,129,2022-02-28
717,57,2022-03-28
718,202,2022-06-04
719,227,2022-05-17
720,167,2022-04-04
721,84,2022-01-04
722,163,2022-10-10
723,19,2022-07-09
724,119,2022-08-03
725,191,2022-03-02
726,57,2022-11-23
727,37,2022-10-03
728,152,2022-09-24
729,222,2022-11-26
730,164,2022-05-05
731,72,2022-01-30
732,110,2022-11-01
733,167,2022-09-14
734,126,2022-12-17
735,198,2022-01-09
736,102,2022-05-08
737,182,2022-12-15
738,215,2022-11-21
739,170,2022-05-14
740,87,2022-10-22
741,77,2022-02-03
742,227,2022-01-17
743,26,2022-07-01
744,181,2022-04-09
745,151,2022-03-31
746,60,2022-06-13
747,166,2022-06-21
748,45,2022-08-25
749,220,2022-07-11
750,122,2022-03-28
751,92,2022-10-30
752,146,2022-09-03
753,163,2022-08-16
754,145,2022-06-09
755,56,2022-10-09
756,157,2022-02-16
757,213,2022-10-27
758,138,2022-05-31
759,93,2022-03-31
760,185,2022-01-24
761,60,2022-03-01
762,228,2022-05-17
763,47,2022-06-14
764,203,2022-01-30
765,48,2022-09-05
766,84,2022-10-20
767,200,2022-03-28
768,123,2022-05-13
769,200,2022-01-30
770,21,2022-09-26
771,121,2022-10-05
772,108,2022-07-29
773,60,2022-12-23
774,208,2022-02-23
775,22,2022-09-21
776,18,2022-03-12
777,191,2022-06-15
778,113,2022-02-21
779,21,2022-11-20
780,187,2022-05-27
781,233,2022-03-06
782,118,2022-02-03
783,195,2022-11-04
784,228,2022-11-08
785,146,2022-08-10
786,208,2022-01-01
787,98,2022-03-21
788,30,2022-07-30
789,115,2022-08-11
790,63,2022-05-06
791,101,2022-03-24
792,184,2022-02-14
793,147,2022-07-15
794,47,2022-08-08
795,147,2022-06-13
796,135,2022-01-12
797,29,2022-08-24
798,128,2022-03-30
799,1,2022-06-25
800,106,2022-06-25
801,36,2022-06-10
802,137,2022-08-02
803,40,2022-09-18
804,123,2022-05-24
805,191,2022-06-10
806,86,2022-12-31
807,12,2022-05-29
808,93,2022-12-22
809,32,2022-04-03
810,77,2022-01-15
811,17,2022-01-09
812,111,2022-03-20
813,129,2022-10-17
814,49,2022-05-12
815,120,2022-06-30
816,164,2022-10-21
817,139,2022-10-28
818,29,2022-06-29
819,215,2022-08-18
820,120,2022-05-25
821,145,2022-06-17
822,4,2022-09-09
823,98,2022-12-10
824,82,2022-05-04
825,40,2022-10-10
826,1,2022-02-21
827,153,2022-11-02
828,72,2022-08-21
829,83,2022-12-08
830,110,2022-08-21
831,147,2022-12-08
832,191,2022-10-28
833,64,2022-03-07
834,40,2022-08-26
835,76,2022-11-22
836,97,2022-01-26
837,206,2022-03-29
838,67,2022-03-08
839,15,2022-10-12
840,100,2022-01-11
841,141,2022-08-24
842,141,2022-12-21
843,113,2022-12-30
844,124,2022-09-14
845,117,2022-01-23
846,12,2022-03-14
847,95,2022-02-09
848,5,2022-02-23
849,63,2022-04-09
850,139,2022-10-09
851,85,2022-12-05
852,28,2022-01-23
853,15,2022-11-27
854,168,2022-05-15
855,224,2022-11-03
856,78,2022-06-08
857,105,2022-07-26
858,135,2022-08-20
859,31,2022-07-01
860,153,2022-08-15
861,208,2022-08-22
862,63,2022-02-17
863,184,2022-07-26
864,147,2022-08-19
865,126,2022-12-23
866,52,2022-11-01
867,195,2022-09-22
868,140,2022-12-25
869,169,2022-11-12
870,79,2022-02-10
871,183,2022-08-03
872,159,2022-07-24
873,72,2022-05-02
874,194,2022-06-17
875,92,2022-01-09
876,8,2022-11-14
877,77,2022-02-18
878,222,2022-08-25
879,51,2022-03-15
880,106,2022-12-03
881,118,2022-11-18
882,203,2022-12-08
883,34,2022-04-08
884,127,2022-08-25
885,91,2022-06-30
886,160,2022-07-24
887,227,2022-01-19
888,140,2022-02-09
889,26,2022-01-23
890,190,2022-11-28
891,124,2022-02-10
892,90,2022-08-09
893,3,2022-01-25
894,205,2022-11-30
895,152,2022-07-22
896,226,2022-01-29
897,190,2022-12-11
898,65,2022-01-01
899,175,2022-02-07
900,107,2022-08-30
901,90,2022-02-18
902,77,2022-06-04
903,99,2022-03-22
904,212,2022-07-17
905,63,2022-07-17
906,136,2022-11-19
907,164,2022-08-12
908,107,2022-01-11
909,137,2022-10-15
910,234,2022-07-26
911,190,2022-02-21
912,208,2022-03-24
913,158,2022-05-30
914,101,2022-08-10
915,228,2022-03-02
916,99,2022-05-08
917,124,2022-06-11
918,196,2022-08-15
919,119,2022-08-20
920,113,2022-01-24
921,49,2022-01-06
922,226,2022-08-06
923,223,2022-09-05
924,44,2022-08-14
925,70,2022-08-13
926,67,2022-05-22
927,90,2022-09-08
928,25,2022-02-19
929,18,2022-07-12
930,64,2022-08-10
931,7,2022-11-04
932,215,2022-07-10
933,184,2022-11-26
934,130,2022-06-14
935,130,2022-03-25
936,193,2022-10-27
937,85,2022-09-11
938,218,2022-03-15
939,198,2022-06-02
940,43,2022-05-13
941,123,2022-03-05
942,141,2022-02-24
943,11,2022-04-05
944,26,2022-04-24
945,136,2022-12-14
946,164,2022-09-21
947,234,2022-06-27
948,123,2022-09-27
949,42,2022-10-05
950,195,2022-11-23
951,219,2022-11-19
952,118,2022-03-12
953,99,2022-12-03
954,159,2022-06-11
955,12,2022-05-12
956,2,2022-11-24
957,215,2022-03-06
958,40,2022-10-14
959,31,2022-02-21
960,180,2022-11-01
961,124,2022-05-12
962,67,2022-11-02
963,195,2022-12-17
964,131,2022-11-22
965,157,2022-02-05
966,214,2022-11-02
967,2,2022-03-22
968,41,2022-05-07
969,56,2022-11-22
970,36,2022-11-22
971,214,2022-08-13
972,155,2022-05-05
973,165,2022-04-18
974,134,2022-05-29
975,234,2022-12-27
976,200,2022-08-07
977,230,2022-06-20
978,137,2022-04-03
979,101,2022-10-19
980,138,2022-07-14
981,81,2022-09-05
982,195,2022-03-11
983,33,2022-07-23
984,30,2022-08-22
985,64,2022-05-14
986,10,2022-05-09
987,51,2022-11-10
988,24,2022-06-05
989,33,2022-05-28
990,51,2022-11-19
991,119,2022-07-27
992,206,2022-11-04
993,70,2022-03-09
994,144,2022-06-19
995,222,2022-06-11
996,120,2022-09-09
997,154,2022-06-13
998,127,2022-12-05
999,78,2022-01-30
1000,202,2022-04-03
1001,82,2022-09-27
1002,194,2022-02-04
1003,231,2022-10-04
1004,68,2022-06-03
1005,119,2022-07-16
1006,183,2022-09-16
1007,126,2022-02-04
1008,71,2022-09-13
1009,96,2022-12-28
1010,168,2022-07-09
1011,73,2022-01-19
1012,173,2022-07-20
1013,192,2022-12-11
1014,196,2022-08-25
1015,69,2022-05-01
1016,37,2022-05-15
1017,3,2022-10-03
1018,138,2022-05-25
1019,223,2022-06-29
1020,45,2022-08-01
1021,185,2022-12-14
1022,38,2022-03-17
1023,112,2022-10-25
1024,214,2022-12-17
1025,12,2022-06-12
1026,102,2022-08-08
1027,132,2022-10-22
1028,144,2022-09-29
1029,194,2022-02-11
1030,171,2022-03-13
1031,96,2022-10-07
1032,70,2022-09-29
1033,74,2022-06-03
1034,74,2022-06-20
1035,139,2022-11-04
1036,100,2022-07-06
1037,51,2022-01-22
1038,223,2022-01-05
1039,5,2022-12-29
1040,150,2022-11-16
1041,116,2022-04-21
1042,182,2022-10-07
1043,73,2022-12-09
1044,151,2022-08-14
1045,46,2022-01-08
1046,151,2022-02-27
1047,99,2022-10-25
1048,210,2022-01-27
1049,177,2022-05-18
1050,129,2022-09-15
1051,215,2022-08-29
1052,101,2022-02-05
1053,222,2022-12-25
1054,39,2022-07-12
1055,104,2022-05-05
1056,194,2022-03-31
1057,31,2022-03-14
1058,6,2022-09-12
1059,58,2022-10-03
1060,62,2022-07-25
1061,12,2022-03-17
1062,193,2022-08-22
1063,30,2022-06-03
1064,100,2022-08-17
1065,110,2022-11-17
1066,181,2022-07-11
1067,147,2022-05-27
1068,2,2022-01-14
1069,15,2022-06-18
1070,71,2022-07-06
1071,49,2022-11-05
1072,47,2022-11-12
1073,122,2022-04-08
1074,120,2022-08-06
1075,91,2022-04-26
1076,15,2022-07-10
1077,38,2022-01-17
1078,177,2022-05-07
1079,136,2022-10-22
1080,18,2022-07-11
1081,129,2022-10-15
1082,61,2022-10-14
1083,98,2022-12-07
1084,166,2022-04-17
1085,187,2022-03-22
1086,101,2022-12-05
1087,84,2022-04-02
1088,120,2022-09-08
1089,103,2022-03-30
1090,115,2022-06-24
1091,32,2022-06-05
1092,149,2022-10-27
1093,124,2022-09-12
1094,28,2022-12-05
1095,131,2022-03-30
1096,61,2022-08-11
1097,155,2022-01-03
1098,11,2022-09-19
1099,86,2022-03-08
1100,186,2022-11-19
1101,193,2022-12-17
1102,92,2022-05-05
1103,175,2022-07-07
1104,84,2022-07-21
1105,39,2022-10-23
1106,128,2022-06-03
1107,115,2022-08-02
1108,163,2022-08-24
1109,169,2022-04-15
1110,216,2022-02-05
1111,80,2022-10-24
1112,214,2022-07-26
1113,21,2022-10-07
1114,129,2022-02-27
1115,8,2022-10-13
1116,127,2022-09-25
1117,132,2022-02-21
1118,5,2022-06-23
1119,142,2022-06-12
1120,56,2022-11-10
1121,171,2022-09-12
1122,100,2022-06-06
1123,82,2022-01-31
1124,72,2022-08-29
1125,161,2022-05-23
1126,81,2022-05-29
1127,110,2022-06-30
1128,122,2022-08-08
1129,133,2022-05-09
1130,227,2022-11-01
1131,203,2022-01-13
1132,211,2022-07-15
1133,138,2022-12-24
1134,8,2022-03-27
1135,49,2022-11-03
1136,59,2022-07-04
1137,221,2022-08-06
1138,142,2022-02-14
1139,232,2022-06-09
1140,136,2022-07-15
1141,134,2022-10-25
1142,58,2022-05-21
1143,230,2022-02-02
1144,112,2022-04-13
1145,230,2022-04-15
1146,177,2022-09-03
1147,24,2022-06-11
1148,204,2022-11-02
1149,119,2022-05-13
1150,174,2022-11-15
1151,110,2022-11-13
1152,54,2022-02-18
1153,227,2022-05-16
1154,94,2022-11-01
1155,213,2022-07-03
1156,202,2022-11-28
1157,139,2022-11-17
1158,173,2022-10-12
1159,211,2022-10-26
1160,131,2022-04-20
1161,85,2022-01-03
1162,176,2022-10-13
1163,93,2022-08-21
1164,201,2022-12-23
1165,74,2022-05-08
1166,95,2022-11-16
1167,7,2022-06-06
1168,213,2022-11-03
1169,108,2022-01-21
1170,154,2022-10-19
1171,60,2022-03-16
1172,123,2022-03-28
1173,232,2022-05-14
1174,180,2022-03-16
1175,218,2022-05-04
1176,211,2022-09-09
1177,174,2022-03-16
1178,130,2022-02-04
1179,132,2022-08-13
1180,198,2022-09-19
1181,221,2022-09-10
1182,189,2022-10-12
1183,146,2022-01-08
1184,45,2022-09-25
1185,47,2022-08-24
1186,222,2022-05-02
1187,90,2022-07-17
1188,195,2022-09-26
1189,72,2022-01-05
1190,183,2022-04-14
1191,216,2022-10-22
1192,150,2022-08-23
1193,4,2022-04-05
1194,4,2022-10-03
1195,35,2022-03-06
1196,25,2022-08-13
1197,68,2022-05-12
1198,171,2022-03-25
1199,81,2022-05-17
1200,13,2022-11-16
1201,99,2022-11-22
1202,99,2022-02-25
1203,143,2022-12-13
1204,121,2022-12-31
1205,126,2022-03-20
1206,47,2022-11-08
1207,1,2022-05-29
1208,116,2022-11-01
1209,13,2022-11-16
1210,11,2022-06-29
1211,93,2022-01-13
1212,68,2022-10-21
1213,23,2022-11-15
1214,67,2022-11-21
1215,10,2022-09-09
1216,165,2022-06-19
1217,14,2022-07-09
1218,217,2022-07-04
1219,45,2022-01-03
1220,187,2022-12-05
1221,195,2022-09-30
1222,45,2022-10-15
1223,119,2022-02-26
1224,11,2022-04-24
1225,149,2022-11-25
1226,53,2022-06-27
1227,191,2022-03-17
1228,36,2022-12-29
1229,125,2022-07-03
1230,139,2022-08-02
1231,114,2022-12-28
1232,121,2022-10-21
1233,63,2022-07-01
1234,228,2022-05-25
1235,107,2022-06-24
1236,84,2022-07-17
1237,107,2022-11-18
1238,45,2022-12-19
1239,38,2022-07-24
1240,148,2022-05-11
1241,226,2022-07-27
1242,69,2022-10-03
1243,55,2022-03-20
1244,187,2022-06-28
1245,182,2022-05-09
1246,187,2022-12-27
1247,185,2022-09-24
